Census_ID,State,District,Census_Year,Total_Population,Male_Population,Female_Population,Urban_Population,Rural_Population,Literates,Illiterates,Age_0_14,Age_15_59,Age_60_Plus
273,Karnataka,District A,2011,3509361,1149616,561949,2389494,954030,983492,1699790,1416397,425033,252135
274,Karnataka,District D,2011,3905113,2238443,1440472,1995533,2718674,370516,561621,902176,961830,258307
275,Maharashtra,District D,2001,4103738,1686693,2097699,1231914,1983261,3189844,1549971,1208298,2567158,362159
276,Rajasthan,District D,2011,4463156,2002618,649155,1562360,1819551,3821624,565805,816340,777418,299406
277,Uttar Pradesh,District D,2001,3685017,2129194,205688,1969688,1457375,3229782,196643,260036,558613,689318
278,Rajasthan,District A,2011,443157,2361320,2024748,1720656,1432216,287685,86177,218435,1332003,775026
279,Rajasthan,District D,2011,829320,790554,2131759,1179661,1460593,3707235,1205877,322716,2100740,624139
280,Tamil Nadu,District E,2011,4563320,1864729,1016105,2217461,852636,1462518,1370879,1419325,1379775,500666
281,Bihar,District A,2001,4453995,1770269,2181835,1558597,1449830,1712811,824270,462857,2601309,109660
282,Andhra Pradesh,District D,2011,1088045,2128213,417526,727742,2293413,1167912,570430,743846,855671,629516
283,Kerala,District A,2001,2013665,552726,1838157,2049392,2153796,3032354,1226022,347431,993418,521808
284,Kerala,District A,2011,1691053,1636410,772202,1589515,1940692,1776588,1169662,1207419,580352,691607
285,Uttar Pradesh,District E,2001,2983195,47438,726242,127958,102640,2912687,1978960,840731,2312117,722706
286,Rajasthan,District C,2001,3503686,382087,281811,1553245,1070152,343538,595874,71605,2479112,688918
287,Telangana,District D,2011,3306012,655594,1948959,2975027,2545108,128992,384636,1098983,43144,458076
288,Tamil Nadu,District C,2011,539966,1210184,1640827,2033679,2179710,152317,1462551,744045,930062,481759
289,Telangana,District E,2011,1460210,845518,1646558,2929554,808300,2297501,1286685,87599,367854,780062
290,Maharashtra,District A,2001,4659365,364706,1468537,1424665,2931796,210490,1512716,183091,1350344,225400
291,Tamil Nadu,District D,2001,3608370,230847,2027702,1113097,1907945,2023211,1783656,566886,1819424,721663
292,Bihar,District B,2001,1382880,1608665,2204822,2267684,550306,1693047,1500836,299320,2537224,318736
293,West Bengal,District C,2001,1306040,2290189,1446362,570502,627955,2844612,1669628,571787,1985311,572684
294,Karnataka,District C,2011,3139390,2348626,2398648,1973353,958982,2072779,304532,869210,1902519,170225
295,Andhra Pradesh,District A,2001,2248011,2017588,172379,2109392,2969871,3059239,549149,347871,114792,25268
296,Maharashtra,District A,2011,671858,2217516,469007,746631,2569629,2594894,601227,1208827,1159687,691269
297,Maharashtra,District A,2011,4896882,224681,680680,1287606,2011207,907428,1931612,807754,2546642,558842
298,West Bengal,District B,2001,1431015,1317492,851779,2111270,696814,1205390,666675,317872,1400919,330842
299,Rajasthan,District E,2001,718961,2134253,592212,2588460,747400,2461273,799046,1470602,970955,415728
300,Kerala,District A,2011,4664267,1994460,1834720,1028272,419780,2219390,313198,1300088,1649967,612455
301,Andhra Pradesh,District D,2001,4879003,739921,25616,2679010,992385,1115502,1376869,515780,561175,768713
302,West Bengal,District C,2011,3732698,974533,2234764,2785437,2875588,2379354,1327189,625545,1641073,434718
303,Tamil Nadu,District C,2001,2942946,1742336,1240405,196304,2141086,265302,1588488,429222,492252,357686
304,Rajasthan,District D,2011,3876300,136012,95194,1759828,1204054,1085269,1400878,743217,913616,431129
305,West Bengal,District E,2011,4019938,888488,2480167,20169,2688085,2289700,865923,1198454,1355786,393357
306,Karnataka,District C,2011,4999409,1842843,805029,1523440,2024528,1230383,826066,465993,1380008,16369
307,Andhra Pradesh,District B,2001,3493478,449094,1938157,2231842,1797427,3070211,1956578,93500,2452266,143435
308,Kerala,District E,2001,3893157,361257,2081414,208084,1295935,2879121,1761943,1227552,1653697,405286
309,Telangana,District B,2001,1463804,1980330,1862405,1914168,1835411,198388,206069,1351295,2731640,659378
310,Telangana,District A,2001,2298208,61292,2311868,2830874,749209,859663,800951,794265,1760653,375213
311,Kerala,District D,2011,924193,245416,91372,2987676,1680764,2460678,1589270,299134,2475757,127644
312,Kerala,District A,2011,2903402,592269,1631141,489230,732806,2957901,501697,198606,606745,370251
313,Uttar Pradesh,District B,2001,4575532,877814,2334426,1473317,2175727,2674310,1714806,984680,2574575,439305
314,Bihar,District E,2011,3561383,153315,2009841,976141,1871658,2488890,801581,211216,1037251,381990
315,Andhra Pradesh,District D,2001,2277214,1667495,1771900,2043489,69017,1542979,1500041,1419506,2343264,124955
316,West Bengal,District A,2011,1039401,977333,259348,458251,2871669,3073820,1677920,819384,1835346,337327
317,Telangana,District A,2011,662318,1690813,1995245,260466,2132490,3067731,1460135,178907,586437,604294
318,Andhra Pradesh,District C,2001,1287060,164030,217010,1121594,1025932,2813794,1938402,531152,1133618,393588
319,Kerala,District E,2001,4506436,2330993,1252997,2395338,458909,1355714,1760659,931448,738454,647202
320,Bihar,District C,2001,4271666,2417039,1201870,1985460,1725309,2242492,1006158,889552,1043077,601806
321,Rajasthan,District B,2001,206744,562272,1058098,812477,156928,2206232,68459,585579,2956899,248165
322,Maharashtra,District E,2011,1234639,58747,580075,2381423,698889,3514821,936397,789069,2368072,662199
323,Kerala,District E,2001,4934956,1679299,220169,2161780,1789469,3863589,312093,817340,1690286,149203
324,Rajasthan,District C,2011,4948579,97600,2159285,1296562,405700,2153841,1003553,270660,739455,372900
325,Uttar Pradesh,District D,2011,3409673,433430,740450,2428547,502995,2425123,82314,101127,2451589,542237
326,Bihar,District A,2011,4526414,2469383,196918,2359784,1422513,1943420,42592,208088,2661830,391917
327,Karnataka,District D,2001,1024662,1261056,2453525,2271220,1831607,444113,1527829,1048217,1613541,365616
328,West Bengal,District E,2001,1028644,1621130,1503972,1488725,2462090,3029995,1211315,392783,2758901,416878
329,West Bengal,District D,2011,4342013,1815134,391937,2460388,2356586,196280,626988,152947,2443149,484751
330,Kerala,District C,2001,2302368,584258,2341908,2282237,2101535,2232898,417632,460615,696561,87748
331,Tamil Nadu,District D,2001,3412418,1514488,483360,1794675,1874262,920459,1246891,1257096,2933742,512392
332,West Bengal,District D,2011,4690272,2402293,410467,940869,935939,3106997,1068139,1387494,2549688,268588
333,Maharashtra,District A,2001,3926823,192834,655124,399959,2529255,1731692,235423,800085,1464187,344955
334,Rajasthan,District E,2011,1170980,830468,609923,1463846,1955441,3809536,171197,544481,655233,470967
335,Tamil Nadu,District C,2011,2032906,1047670,201945,1947860,523662,2621608,1331503,931802,2638129,316324
336,Uttar Pradesh,District A,2001,3389500,939260,629983,1823639,1433949,2933906,1322390,839604,833498,41077
337,West Bengal,District D,2001,3238419,1713136,1390010,496689,1764219,2040231,870767,101266,2880983,713009
338,Tamil Nadu,District A,2011,2730385,435086,1628658,907117,2859022,2243655,1635710,534124,2109180,270248
339,Rajasthan,District E,2011,3940490,2229304,1975488,2037848,2241490,3385977,1944174,660642,2387980,726439
340,Karnataka,District C,2011,2845066,708569,743789,1757972,219941,3162165,40809,638284,2322395,50408
341,Andhra Pradesh,District D,2011,2286525,642971,2443197,76984,2527709,925835,253240,122913,855488,202078
342,Uttar Pradesh,District B,2001,888950,1025886,2387592,2160165,606419,2463722,1001760,876660,2538711,521204
343,Karnataka,District A,2011,4525431,1541225,625779,2422532,2600645,1886640,1009380,301889,2170589,609896
344,West Bengal,District B,2011,3281429,173058,1455341,1123054,1749822,3336405,707978,452485,1523382,617596
345,Uttar Pradesh,District C,2001,2095088,1263007,1363073,1868270,512615,2255866,812866,880433,2321775,227493
346,Andhra Pradesh,District D,2001,3838196,174195,132727,2266671,652330,3266385,1282135,890376,795028,93148
347,Andhra Pradesh,District C,2011,227803,1025332,1823965,2275998,203863,403007,1894739,1415546,2269152,625007
348,Uttar Pradesh,District C,2011,4292364,356372,665299,1971148,1849281,3257891,1303469,343011,1588924,270546
349,Andhra Pradesh,District C,2011,3628511,1295787,2234399,2002547,2898441,3895386,113070,292466,1060692,363013
350,Telangana,District A,2001,2518243,1468759,530327,2377483,1044226,1014110,1659364,286930,2359684,376607
351,Maharashtra,District D,2011,1987197,416154,2223488,2419016,330796,461116,1154173,1107932,1908672,593652
352,Maharashtra,District A,2011,1426157,1180599,2129544,545629,429523,880630,1251275,1269297,436127,562405
353,Tamil Nadu,District B,2001,794593,1913111,2347907,1361360,2144197,3493009,1714423,362079,1940514,511548
354,Telangana,District E,2011,4747117,537557,665656,1986024,1152488,2138786,1611610,500321,2691557,184571
355,Bihar,District D,2011,4394583,1943780,183929,1886800,497333,3538056,321765,424728,2996341,745683
356,Karnataka,District B,2001,1651894,386046,1090049,2839784,2154001,1765508,1216650,191534,2618022,654597
357,Andhra Pradesh,District D,2011,2130639,941684,686492,1865906,755023,1117202,1725617,642817,1052048,552834
358,Andhra Pradesh,District A,2001,3684673,944574,2385087,610135,2081450,3657713,861981,316746,1489243,202718
359,West Bengal,District A,2011,3996367,780148,2497233,841534,1556628,2347925,1899326,172105,1891776,587217
360,Rajasthan,District B,2001,3818474,902052,1551569,919608,32990,1035119,91841,827365,1268059,678008
361,Bihar,District D,2011,2095511,458429,176566,2202022,446422,1945821,1096175,440133,243594,66901
362,Maharashtra,District B,2001,2692044,1993409,1576468,1373617,1974026,1937074,1592229,432824,453620,529417
363,Uttar Pradesh,District B,2011,4675941,904682,2264267,2326395,2798781,375234,833792,1477832,878765,408747
364,Uttar Pradesh,District D,2001,278505,1592916,97305,2619596,2511865,856916,1810568,202311,142045,551610
365,Karnataka,District A,2011,1251448,932591,1599778,707284,2400898,1890677,1197090,184851,2753415,592422
366,Uttar Pradesh,District A,2001,1522686,751896,59338,2768966,1155805,653639,45017,1190668,963578,617061
367,Andhra Pradesh,District D,2001,1767970,2469357,156097,646352,2893530,1038894,1803501,431461,991582,195547
368,Bihar,District B,2001,1699429,2371104,1067979,108376,1481549,1336213,1972233,503273,764504,150869
369,Uttar Pradesh,District D,2011,2393586,1927165,1341494,1162110,2390063,2243825,895278,1257089,1603961,534011
370,Kerala,District C,2011,887132,2051418,2183139,2863947,877876,248605,244253,479915,775934,68452
371,Maharashtra,District A,2001,2465368,120974,1081375,2270550,2995664,2545167,580759,712471,1404871,313987
372,Tamil Nadu,District A,2001,4320197,73748,605649,2542056,2842143,237449,760918,1062826,2609063,730396
373,Karnataka,District C,2001,4465084,861504,1616862,1391942,2915487,323072,97543,768809,1683940,63214
374,Telangana,District C,2011,3375494,1828662,2137655,536129,2347680,1079071,1331873,551323,2337958,186042
375,Kerala,District E,2001,4794312,534257,1228599,815256,1210783,71314,945407,170204,2599321,631745
376,Kerala,District A,2001,4009055,968671,1803108,506785,2666532,2777536,512920,360898,1507612,160535
377,Uttar Pradesh,District D,2001,263494,1762874,1488755,2146236,810641,238312,615404,891627,1482680,119288
378,Kerala,District D,2011,2796543,1786245,2022652,2702808,2172169,3887939,1076917,1212472,288399,173423
379,Tamil Nadu,District C,2011,3789326,719474,202200,2690389,2493119,1998427,1386814,233600,2962068,484811
380,Maharashtra,District E,2011,2551373,1648461,2231295,1861599,415579,404493,1523023,795745,2669838,586751
381,Karnataka,District A,2001,3588752,2021487,675176,1010472,305881,613376,503962,751252,2604503,383651
382,Rajasthan,District B,2001,2788040,1818021,493506,1189037,2231938,530216,819143,918362,468054,433752
383,Karnataka,District D,2001,587130,458114,2064659,266522,2263660,26704,1409348,132455,1377982,22233
384,Rajasthan,District A,2011,2878719,2291544,1510644,2238232,731840,2477058,770259,1307884,2155238,292488
385,Rajasthan,District C,2001,646463,1499411,2239458,2712100,2628765,107680,1131156,70100,1614166,361200
386,Andhra Pradesh,District C,2011,108170,1929657,759883,1960618,2436022,670399,528705,712168,2339340,145815
387,Uttar Pradesh,District D,2011,4033611,1430941,2059814,2144003,94745,373742,1584765,1144989,1657966,734208
388,Uttar Pradesh,District E,2011,4653643,793501,866532,801344,545952,2232901,1813270,244487,46403,786604
389,Tamil Nadu,District D,2001,4021482,2292816,734869,2119515,2138962,3007826,658102,278883,556978,320307
390,Kerala,District A,2011,3737114,1254137,2052272,1639273,1498130,3450356,469484,1319131,1192614,243197
391,Uttar Pradesh,District B,2011,2518820,1728818,1875795,38363,1583035,3097080,907731,936217,1757619,152603
392,Bihar,District E,2001,786340,1018164,2048416,1960771,1764975,3289713,444823,686657,1776361,155834
393,Kerala,District B,2011,3938305,203841,183504,2091562,2878494,3964786,955487,317707,2501190,629771
394,Tamil Nadu,District B,2001,3603500,1990051,303003,1910140,1017763,3825607,187610,686040,2212043,115069
395,Maharashtra,District B,2011,1284757,1121639,1399482,110533,2419572,2797530,805100,850545,728518,747775
396,Tamil Nadu,District D,2011,2826109,1808975,326838,1944487,130668,3297408,1524651,587965,1943015,188046
397,Kerala,District A,2001,2528161,2306961,1042005,1694605,2278810,1282936,1934798,416082,2782711,702802
398,Bihar,District E,2001,4174603,1255955,1701239,910904,1104494,1535992,1109610,1017965,1195841,34369
399,Uttar Pradesh,District D,2001,4423987,1862049,1561285,2149427,241719,1723910,1256056,1099777,1631118,300965
400,Kerala,District D,2011,1581387,917299,786949,1531415,2567116,644338,337322,557703,1195438,115896
401,West Bengal,District A,2001,3502288,2411612,608453,1752599,2253476,2684226,1435283,827873,1647866,383147
402,Karnataka,District E,2011,2384214,2214957,803454,86789,701761,1466899,1033772,1103887,219178,261981
403,Rajasthan,District C,2011,2284737,1371783,2182696,1727102,197132,1071824,1999501,1154530,2769622,87604
404,Andhra Pradesh,District D,2001,1704595,2306669,1910575,2091344,2264364,1847138,788101,1145751,1738734,477238
405,Uttar Pradesh,District E,2001,481355,68089,264688,544645,73964,1358149,158268,701717,2766684,753636
406,Rajasthan,District A,2011,2931815,1229283,228599,422403,1852428,1982218,591608,255655,1840710,396911
407,Tamil Nadu,District C,2011,1751689,171209,1719817,490708,1584547,1913043,1698117,175115,2221368,478067
408,West Bengal,District B,2011,782061,842375,2034033,2222268,396637,3499193,1450907,804498,1279717,581650
409,West Bengal,District C,2001,3632348,276645,1959589,1686084,1174926,2486644,102004,1397679,563832,269930
410,Bihar,District B,2011,4837998,2428349,931653,1427640,1865619,515009,1655687,1033128,1008681,213784
411,Kerala,District A,2011,2185007,415253,1465209,2225865,2014068,1121526,1212930,522717,2983752,101206
412,Andhra Pradesh,District E,2011,3048151,524675,131474,889794,2072367,3909950,117717,909223,1388697,460953
413,Uttar Pradesh,District C,2001,3689890,894442,1213077,2043729,2337724,3044869,1895286,1280124,1390695,194373
414,Rajasthan,District E,2001,3115240,2201443,853450,1801495,2050177,3095308,796265,172102,1280705,136829
415,Tamil Nadu,District E,2001,808348,1945048,315671,1231874,939154,2005915,835552,464277,510297,391245
416,West Bengal,District A,2001,2553153,1862151,1911501,232444,1979294,3154293,1827685,464991,703258,283447
417,Uttar Pradesh,District C,2001,4374165,1399481,1089744,822281,259568,1079004,99216,640980,518426,722050
418,Telangana,District A,2001,1945598,1930332,429467,721488,2637696,2582418,1550888,405071,2188966,413767
419,Uttar Pradesh,District D,2011,2088288,1138154,1244703,1498723,1538987,1556046,1179009,807277,252349,754097
420,Telangana,District C,2001,954489,2479620,2056707,1478543,2646342,3208761,1572242,400502,2300508,141792
421,Tamil Nadu,District E,2011,4665397,895820,415101,112469,1404671,3360861,1408859,70131,2624215,426920
422,Tamil Nadu,District D,2011,4813009,1211351,1887316,940890,832983,3954890,1545685,478693,1344912,327201
423,Rajasthan,District B,2011,3060164,1670639,2071673,2215781,2634363,2022858,1540275,913224,1305331,464929
424,Maharashtra,District B,2001,3861575,1176108,907046,1523836,1048391,1679483,1099299,1264387,1006065,601342
425,Kerala,District B,2001,3909480,2233114,1603215,1044926,1309985,370497,268049,45650,59312,638973
426,Telangana,District B,2001,2626397,421418,2078196,2532119,2986154,3722756,1303945,704699,2049410,121126
427,Tamil Nadu,District C,2001,2171098,595273,427511,2542799,651807,1145267,313020,215600,1167745,543896
428,Tamil Nadu,District B,2011,2706785,1538085,673033,1755341,1940703,1237976,421197,199311,1886253,409311
429,Uttar Pradesh,District A,2001,3489707,2320095,674167,163315,693215,1779062,1537906,902402,2931708,393351
430,Kerala,District E,2001,1272612,416485,1063952,132850,2320866,777730,428439,1043827,2170834,52013
431,Karnataka,District B,2001,2725257,1939192,1307528,426131,2496922,3879704,260991,398181,393202,505848
432,Kerala,District A,2011,4073234,2480335,1492450,209465,1501316,2047836,156836,158556,2991246,185609
433,Rajasthan,District C,2001,2211261,422133,2058562,597746,1069964,2792922,1696572,959792,1026616,684964
434,Uttar Pradesh,District A,2001,4498163,1087873,1822003,185174,2723080,521277,200082,232403,2766587,489238
435,Maharashtra,District E,2001,2344489,2348920,2309900,589116,125400,356353,208809,801941,1048022,573193
436,Rajasthan,District D,2011,2637595,715452,1131511,973755,853461,30737,1934718,128715,2281585,37659
437,Maharashtra,District B,2011,1436427,479210,2391060,1660551,1586777,734821,924831,10129,2601615,596785
438,Kerala,District A,2001,1050717,2385005,2439606,2639674,654351,2227559,1007585,1393325,1133130,314419
439,Maharashtra,District B,2011,2660243,1261062,433811,624907,1692116,2508787,1368783,115434,427396,21415
440,Kerala,District E,2011,4216481,287878,537368,708165,2319161,2064413,962108,966806,1625631,539516
441,Uttar Pradesh,District D,2011,1472218,523940,1334656,145024,1863466,735697,1594190,648304,1850415,227740
442,Maharashtra,District B,2011,4208313,1375720,664520,2581526,2000034,1195869,1470729,555312,1117427,95813
443,Rajasthan,District D,2001,4082917,407075,422133,2239368,390051,1468714,386391,548141,791072,86907
444,Bihar,District E,2001,4509972,2288887,2161275,1490644,2075317,3835010,843985,1484857,1993994,235387
445,Maharashtra,District D,2001,4186139,1101807,1726604,2935153,76881,688870,605794,1136683,606709,748919
446,Uttar Pradesh,District D,2011,505797,1259931,2446973,651610,2334829,1081275,1057950,205349,1881998,150289
447,Telangana,District E,2001,1978103,2368930,454733,1723106,1953216,3445658,1029437,141671,890045,469589
448,Telangana,District D,2001,3943432,2097044,1141190,2117493,232408,2903500,1326461,1016259,2889864,211486
449,Kerala,District A,2011,100605,335672,236039,2940730,171450,3820321,121397,1258756,749974,11797
450,Kerala,District A,2001,2863771,1819662,1137028,664475,1989145,1072577,1590255,883675,2877253,462734
451,Bihar,District D,2011,528454,946159,2125832,523846,615338,3146683,718656,235937,2523114,689069
452,Kerala,District B,2001,2636057,2275911,2292896,2955030,2916935,1046147,1090614,345635,1372755,15462
453,Rajasthan,District B,2011,2499807,882279,933863,456481,1420333,1217484,287089,359493,1645809,744563
454,Karnataka,District A,2001,2260892,1474411,1914341,1913181,2454374,3240422,1978002,1344613,2564584,621002
455,Andhra Pradesh,District B,2001,3784095,29762,2010193,1005671,2357575,153242,1122627,1312402,1182173,780024
456,Uttar Pradesh,District B,2001,1968550,2332038,1823461,2103566,1775302,2267811,57699,854791,1638073,191303
457,Uttar Pradesh,District C,2001,1891882,939141,806881,2573303,890757,3845461,1833197,1496633,1993026,452631
458,Kerala,District B,2001,2789641,174607,2171838,842895,1121858,1068323,1924287,791345,2479404,490516
459,Uttar Pradesh,District D,2011,2100961,2074258,1923999,867397,2517523,2366015,1194808,458676,2265390,552949
460,Bihar,District B,2001,2792284,88207,1717941,214195,163510,2318611,173293,1410509,1435764,706477
461,Uttar Pradesh,District D,2001,1699373,2388149,2024441,1885600,1083744,1875412,1749639,1272380,1118759,177989
462,Maharashtra,District C,2011,2982092,1417892,349540,224332,2208392,3685291,278456,1347949,1719804,177411
463,Telangana,District A,2001,3070564,2350738,999983,2378437,1494946,1274902,1225640,1393829,1027308,225096
464,Rajasthan,District C,2001,4498016,1018294,726508,506149,2383372,133206,567524,1367932,2289547,679760
465,Maharashtra,District A,2011,896487,2481073,1861928,2928527,215746,3851205,1758750,1001828,2980395,35613
466,Uttar Pradesh,District B,2011,2285175,548383,2406385,1581791,45127,3999463,1585744,1412393,952139,621177
467,Karnataka,District C,2001,2942451,439817,281479,1080917,558956,3287834,1247583,476769,102242,164253
468,Telangana,District E,2001,2363841,874954,2129427,1268275,62952,2859166,498114,1057771,2509290,338808
469,Karnataka,District D,2001,3522031,1260776,281949,1478501,2390380,217836,1559598,559594,2909043,63297
470,Bihar,District B,2011,4915916,325498,2281402,1331847,1274943,34735,330491,830458,2387549,598676
471,Karnataka,District D,2011,997071,2016912,783788,2956645,2631732,731827,192529,994437,1192894,179010
472,Maharashtra,District B,2011,1295707,164688,1147182,1188597,1518958,3599429,1245024,431716,961920,627661
473,Karnataka,District A,2011,501715,2293041,1438719,2498573,533078,2087920,1302870,349816,1842265,688058
474,West Bengal,District C,2011,4064462,511658,1072989,2900775,1456821,31284,1794280,1238557,67793,651495
475,Kerala,District A,2001,2684153,1903845,1253749,1569124,2259368,2403725,1590093,633791,1215691,93807
476,Uttar Pradesh,District E,2011,2387780,729200,1068711,397847,2529357,3808995,1023973,615558,2173932,374289
477,Karnataka,District B,2001,2882022,720260,1982374,140095,504156,2086893,1358600,932098,2128698,558450
478,Bihar,District B,2001,995187,1555293,109977,1762419,2289287,1812215,477741,472290,1419980,322558
479,Kerala,District B,2001,1558520,806459,2293191,47297,2661165,2364835,1258081,1495762,1827700,372202
480,Andhra Pradesh,District E,2001,3064263,1720201,2320049,355766,1400315,2546505,1399845,135947,583949,415461
481,Kerala,District A,2011,1156391,1537579,2037450,2019465,553689,3399254,25845,1165803,2053946,496078
482,Telangana,District C,2001,2902807,1671369,2333206,2205019,269041,3781884,1802431,950696,1999351,309359
483,Kerala,District C,2001,4260193,1172059,2013480,926729,2730101,2215748,1470814,1188025,2195649,751989
484,Bihar,District A,2001,4979536,1852115,240317,2035624,2213651,2941879,1759741,1021472,1096218,511088
485,Karnataka,District D,2011,1411031,2447261,1461620,1823032,1193149,3533467,1205010,627884,2003189,434601
486,Kerala,District A,2011,2653351,1690745,356915,1484784,1505719,1139860,619852,1280691,1724520,139199
487,Telangana,District A,2001,3418654,1275026,869861,1508126,1249453,466187,1597578,1413909,1695163,186427
488,Kerala,District C,2011,1836922,2483127,425764,486042,2549787,30295,217679,760924,1111689,348942
489,Maharashtra,District A,2001,374769,636210,1504078,2709823,2666995,2304348,1033475,1380841,2161644,243299
490,Telangana,District C,2001,4126167,970245,1730915,1690768,2644022,3281585,1342406,142313,1741036,630968
491,Kerala,District C,2011,2777660,806805,533389,602776,610403,3321823,633136,395322,1618140,74428
492,Rajasthan,District B,2011,2662445,1414116,1429171,1460011,864648,164092,157816,18892,221011,106611
493,West Bengal,District B,2001,2536676,1444962,186357,2814320,1049328,2727414,890388,623876,15408,758903
494,Bihar,District B,2011,748364,499595,1430833,679777,300037,106370,1294237,1126522,965507,343561
495,Andhra Pradesh,District B,2011,2597538,450154,2213173,805440,1850982,476735,792213,786499,1019034,399197
496,Tamil Nadu,District C,2011,2723455,1373572,1855270,1022769,117267,132526,89069,955448,2487157,48641
497,Andhra Pradesh,District B,2011,2076370,701642,2228614,1027421,1943904,1340836,1677317,419573,1745879,213199
498,Kerala,District C,2001,386156,210912,1816398,1826738,354149,3503153,352476,328572,2398394,408852
499,Bihar,District A,2001,3889132,1123909,2493778,1374676,800495,1765238,458404,963913,2032320,463687
500,Tamil Nadu,District D,2001,1632224,410871,1315479,404886,2841307,2585389,851272,564210,392030,95899
501,Kerala,District B,2001,4242770,1430426,627910,111052,87314,157989,1365940,82282,2217919,502976
502,Karnataka,District E,2001,2324926,1715743,809605,2852664,1287206,334290,849275,43285,1938742,249384
503,Kerala,District A,2001,3819495,1840904,691529,416556,1228757,1463369,1671498,1261621,1180474,122878
504,Tamil Nadu,District A,2001,3535960,2015693,1595553,1502825,1964726,2042868,514589,1422280,2239755,511384
505,Tamil Nadu,District B,2011,4297723,1869085,1999157,2914745,1285461,2231474,748093,375413,1264584,495012
506,Uttar Pradesh,District E,2001,3779146,831311,559217,2672081,538034,1132145,696037,399654,2842958,531242
507,Bihar,District E,2011,3335834,466945,1662259,1432675,2197940,1974639,520801,977266,487690,738439
508,Rajasthan,District A,2001,174383,445773,1472972,1352077,973485,1642042,1369740,1157151,419083,370207
509,Karnataka,District E,2011,1286718,2294167,1461057,904779,1561637,3504045,1874755,1409794,2183275,739081
510,West Bengal,District D,2011,505415,1838454,1107757,2772583,2689667,1772208,1738404,38322,113844,631584
511,Telangana,District A,2011,4386481,2359254,2124999,948802,828451,1395145,766031,478297,113046,406697
512,Andhra Pradesh,District B,2001,4959391,125140,602146,2191777,1578476,904893,1314583,215208,2938786,100816
513,Uttar Pradesh,District E,2011,3220265,116246,1830304,2885371,2961622,516945,649241,1125028,2690321,125255
514,Andhra Pradesh,District D,2001,382680,1904037,492934,2827102,2058235,3971079,1847392,517410,2795669,61003
515,Rajasthan,District A,2011,4314061,1026529,1280213,2910651,1343048,3265838,101055,810757,1912590,484399
516,Uttar Pradesh,District C,2011,1131282,1854203,1940043,2239589,217781,3321209,1689822,1025461,1867617,588207
517,Rajasthan,District B,2011,671808,219566,396363,1669006,206609,2741413,1895391,1233659,687684,559121
518,Uttar Pradesh,District E,2011,975898,1190977,1815425,366553,1491502,620119,478634,1034762,2561327,372517
519,Tamil Nadu,District C,2011,1467070,2130563,1747291,1636390,920213,3515528,701777,757269,86080,651132
520,Andhra Pradesh,District E,2001,4961120,1367342,438313,2826294,2072286,1265999,1634137,711123,1888901,242369
521,West Bengal,District C,2001,2393924,988486,1705007,2145508,1163121,2019744,979654,1019534,2009781,128136
522,Tamil Nadu,District A,2001,3748656,1034460,2216634,1049199,2714915,3613051,1531457,1416348,1005271,15304
523,Andhra Pradesh,District C,2011,1817326,2109449,1794542,2031959,1287647,2178966,1008786,1119894,1028022,636322
524,Maharashtra,District B,2011,785870,1505196,1627682,1001644,812493,2301237,1359406,800798,1360160,692753
525,Karnataka,District B,2011,4833991,2321537,433437,2592766,2792017,3676993,1697183,758136,2916362,753183
526,Maharashtra,District B,2001,1533992,1239818,2110393,2740448,2926850,2972180,43720,365413,1572085,549858
527,West Bengal,District C,2011,2335026,1670082,506650,415409,476253,2067403,1303828,1494385,1002343,145365
528,Rajasthan,District A,2011,4720395,542328,2294398,274955,180197,3992059,571583,1328546,784657,665038
529,Bihar,District B,2001,3750596,2185942,1869194,2381343,2344447,665397,524193,827566,482074,491730
530,Uttar Pradesh,District E,2001,4402406,1348356,279911,2587973,2901342,2288915,1685332,349835,216918,348570
531,Karnataka,District A,2001,4299214,2243599,911623,990728,996621,2863100,1446265,827412,852934,41382
532,West Bengal,District D,2011,2839624,1917128,2485178,2615211,795893,1357998,1414006,1444344,1023792,368002
533,Andhra Pradesh,District B,2001,4823623,374778,1773381,348737,1029584,1669385,1451019,1061699,133779,280310
534,Tamil Nadu,District C,2001,271394,651783,374802,1534301,1958825,1216117,825718,1352549,1281106,145966
535,Uttar Pradesh,District D,2001,1855239,856752,2157956,1032990,1701543,876816,244481,1141370,2025890,239026
536,Bihar,District A,2011,4466898,575827,1132740,446392,398663,3539374,96924,312904,2910174,557582
537,Tamil Nadu,District A,2001,4625409,2402417,1767627,1101765,2241808,1573665,1818548,516595,2174509,363360
538,Karnataka,District B,2001,543022,917146,728661,1483433,2920248,2870191,141745,686259,1462697,542170
539,Karnataka,District A,2001,866492,1057133,1057881,2740490,1120174,216621,1634143,240283,579979,655279
540,Tamil Nadu,District E,2011,4746675,140224,89655,257589,621744,351950,1205083,1259529,1231896,154265
541,Tamil Nadu,District E,2011,950676,1450817,1568826,2033307,1196945,2612722,1424973,185295,2919288,530221
542,Bihar,District B,2001,1937141,395349,1935314,279453,546401,1169956,1566259,825590,2324611,770061
543,Andhra Pradesh,District A,2011,792389,1601531,432445,461771,569211,3938373,1541730,807895,1203815,161796
544,Karnataka,District B,2001,3246314,228195,2320163,2677054,1361156,1471832,282407,405864,2228044,434350
545,Andhra Pradesh,District E,2011,1904384,1503155,2050771,2321013,1608638,1933463,117665,745878,2902437,59101
